id,price_usd
3632,570000.0
3633,152779.84375
2263404,172354.0625
2263405,94718.3828125
2263406,119688.0390625
2263407,94718.3828125
2263408,94718.3828125
2263409,94718.3828125
2263410,158455.140625
2263411,111287.2265625
2263412,111287.2265625
2263413,111287.2265625
2263415,271690.59375
2263416,694436.9375
2263417,94552.3984375
2263418,94552.3984375
2263419,94552.3984375
2263420,94552.3984375
2263421,94552.3984375
2263422,94552.3984375
2263423,94552.3984375
2263424,94552.3984375
2263425,114822.1953125
2263426,120014.9765625
2263427,120014.9765625
2263428,120014.9765625
2263429,120014.9765625
2263430,94552.3984375
2263431,94552.3984375
2263432,89017.4296875
2263433,89017.4296875
2263434,89017.4296875
2263436,89017.4296875
2263437,89017.4296875
2263438,94552.3984375
2263439,89017.4296875
2263440,89017.4296875
2263441,94552.3984375
2263442,94552.3984375
2263443,94552.3984375
2263444,94552.3984375
2263445,229736.828125
2263453,113146.5078125
2263460,271690.59375
2263461,271690.59375
2263464,113024.6015625
2263467,94977.984375
2263471,127154.25
2263472,124096.296875
2263476,326320.75
2263477,278924.0625
2263480,326320.75
2263482,218998.953125
2263633,693823.5
2263638,84526.0234375
2263652,269893.1875
2264067,102596.3515625
2264075,78703.28125
2264078,243399.203125
2264079,155082.296875
2264080,594454.625
2264151,68739.8828125
2264153,120915.875
2264155,353847.84375
2264158,82647.2734375
2264162,2561.861572265625
2264164,62941.53515625
2264168,234592.296875
2264173,62941.53515625
2264178,220865.625
2264183,139123.109375
2264189,155706.859375
2264198,153151.90625
2264199,154088.046875
2264206,139123.109375
2264212,139123.109375
2264215,139123.109375
2264218,139123.109375
2264219,461564.8125
2264221,139123.109375
2264227,210843.640625
2264229,461564.8125
2264234,309231.0625
2264240,81059.5546875
2264242,107942.265625
2264248,127878.7109375
2264249,269579.46875
2264259,130286.34375
2264265,202723.234375
2264270,314580.53125
2264272,116752.6953125
2264274,340785.125
2264284,133440.96875
2264285,100268.140625
2264286,100268.140625
2264290,351766.65625
2264296,294823.84375
2264298,312061.125
2264305,85802.40625
2264312,242000.0625
2264318,110776.6953125
2264320,151756.8125
2264323,398690.4375
2264376,398690.4375
2264474,590557.0
2264479,119639.3984375
2264482,182374.9375
2264491,128950.84375
2264514,140212.984375
2264518,163006.90625
2264525,132578.15625
2264537,231322.5625
2264545,98675.265625
2264549,89230.0703125
2264569,126784.8671875
2264570,123390.9453125
2264571,126784.8671875
2264572,123390.9453125
2264573,123644.34375
2264574,160799.546875
2264575,99544.09375
2264576,123390.9453125
2264577,123644.34375
2264578,185055.78125
2264589,463000.21875
2264598,139123.109375
2264600,139123.109375
2264603,139123.109375
2264604,139123.109375
2264607,139123.109375
2264610,139123.109375
2264617,248142.171875
2264618,99394.6328125
2264619,197800.1875
2264629,82744.75
2264633,156890.609375
2264637,255794.125
2264686,257133.765625
2264690,106999.7734375
2264695,143461.828125
2264699,196994.484375
2264702,185234.28125
2264709,101790.3125
2264714,91359.671875
2264717,105234.140625
2264718,102358.7265625
2264723,168163.078125
2264731,203349.109375
2264732,4417335.0
2264733,1020874.9375
2264734,321422.46875
2264735,113507.8515625
2264736,702854.0625
2264737,650654.8125
2264744,702854.0625
2264745,454139.25
2264747,702854.0625
2264756,115460.1640625
2264763,127524.71875
2264770,99313.640625
2264773,280663.9375
2264774,296433.21875
2264780,190000.0
2264785,117654.3359375
2264795,149343.265625
2264796,218692.265625
2264798,190000.0
2264799,365846.8125
2264800,110834.921875
2264801,176124.859375
2264807,234151.34375
2264808,91662.5
2264811,287514.25
2264812,158793.03125
2264813,106405.671875
2264818,158793.03125
2264835,311783.5
2264838,119068.4296875
2264847,236302.234375
2264851,246863.609375
2264878,39389.6328125
2264880,418298.09375
2264888,136788.71875
2264890,39331.39453125
2264893,208533.8125
2264896,193034.15625
2264920,194984.40625
2264924,118750.3671875
2264925,122251.8203125
2264927,180541.6875
2264929,224913.4375
2264940,122461.265625
2264943,107921.5703125
2264946,101019.5234375
2264952,715168.9375
2264960,71034.7109375
2264970,485236.0
2264971,122461.265625
2264975,101019.5234375
2264976,233526.109375
2264981,50172.0234375
2264986,306330.75
2264989,132473.125
2264992,489244.28125
2264994,134860.765625
2264997,142380.28125
