id,price_usd
3632,570000.0
3633,185059.4765625
2263404,262193.5078125
2263405,156561.641245
2263406,116418.87219550001
2263407,122065.3348125
2263408,148825.696114
2263409,87741.7092715
2263410,292736.119156
2263411,101564.89313119999
2263412,145583.6377245
2263413,140702.628348
2263415,236579.66747649998
2263416,419406.4516235
2263417,212235.69921875
2263418,112848.89062475
2263419,90582.85649574999
2263420,126617.97292825
2263421,100309.19254125
2263422,174275.50130225002
2263423,90582.85649574999
2263424,83053.33932645
2263425,140956.62158925
2263426,139394.792279
2263427,164738.5546875
2263428,171110.32552100002
2263429,106133.23587705
2263430,98603.10106464999
2263431,98326.7293084
2263432,128933.02734375
2263433,433333.18776025
2263434,160677.02784375002
2263436,272059.41623275
2263437,112247.55784324999
2263438,142576.25887775002
2263439,102135.81249975
2263440,96463.04986635
2263441,178451.63046875
2263442,383910.19398675
2263443,225036.53610075
2263444,361279.66796875
2263445,188593.354292
2263453,117252.5376605
2263460,235597.5976035
2263461,298423.9770545
2263464,310100.44296875
2263467,146306.13906299998
2263471,192090.056878
2263472,97689.765875
2263476,252930.4049105
2263477,276366.3641155
2263480,221934.38333335
2263482,140009.22708335
2263633,451421.971596
2263638,94177.01156655
2263652,245332.405355
2264067,183126.98203125
2264075,128232.39453125
2264078,174024.3953125
2264079,399338.171875
2264080,389815.168625
2264151,102239.93406900001
2264153,121887.191406
2264155,260621.90625
2264158,107616.917969
2264162,118020.00253375
2264164,97699.90097125
2264168,236561.109375
2264173,85602.04687475
2264178,162822.8515625
2264183,125737.01171875
2264189,125798.46484375
2264198,114783.85546875
2264199,110826.75
2264206,125737.01171875
2264212,125737.01171875
2264215,128686.050781
2264218,120801.08984375
2264219,283484.8905034
2264221,129365.1875
2264227,195744.25
2264229,282374.62890625
2264234,213016.8038605
2264240,99605.6445315
2264242,94672.31877945
2264248,132645.04084865
2264249,247749.32857150002
2264259,192035.425223
2264265,158376.70673215
2264270,193607.46454465
2264272,117324.01066100001
2264274,237526.899653
2264284,182433.7068195
2264285,129754.0703125
2264286,158476.9768555
2264290,369329.186111
2264296,184664.78125
2264298,257370.828418
2264305,228979.8032985
2264312,207398.96875
2264318,125487.87109375
2264320,166575.0237305
2264323,255948.4305545
2264376,386877.764236
2264474,388963.328125
2264479,156463.8362305
2264482,151419.6493045
2264491,249447.045486
2264514,172243.22425600002
2264518,146899.6171875
2264525,156592.74638675
2264537,148876.938367
2264545,129175.51953125
2264549,221294.609375
2264569,94187.99301695
2264570,88010.91745145
2264571,95540.43462074999
2264572,99221.5019297
2264573,88214.5307327
2264574,116691.2104202
2264575,184277.76442525
2264576,88010.91745145
2264577,122292.46824249999
2264578,201452.3984375
2264589,287809.64895835
2264598,108564.94583335
2264600,192465.1875
2264603,137127.72916649998
2264604,110764.1539032
2264607,119999.01535715
2264610,129572.0656665
2264617,128731.672832
2264618,140369.103125
2264619,185772.984375
2264629,170515.6515625
2264633,111057.69403044999
2264637,186226.741974
2264686,241146.3854165
2264690,134772.69103425
2264695,126879.34277300001
2264699,158355.800781
2264702,201673.9206273
2264709,93182.1066307
2264714,101048.2734375
2264717,141504.17954550002
2264718,117691.01920524999
2264723,140531.7173694
2264731,168605.2444135
2264732,2133907.7813855
2264733,627656.421875
2264734,230990.828125
2264735,116341.58234525
2264736,383743.32916125003
2264737,369146.1875
2264744,458959.53125
2264745,305247.03125
