id,price_usd
3632,570000.0
3633,198475.546875
2263404,186107.90625
2263405,96437.9765625
2263406,120842.171875
2263407,96437.9765625
2263408,96437.9765625
2263409,96437.9765625
2263410,155896.609375
2263411,118132.421875
2263412,118132.421875
2263413,118132.421875
2263415,321325.125
2263416,742235.3125
2263417,103178.96875
2263418,103178.96875
2263419,103178.96875
2263420,103178.96875
2263421,103178.96875
2263422,103178.96875
2263423,103178.96875
2263424,103178.96875
2263425,129013.65625
2263426,126766.765625
2263427,126766.765625
2263428,126766.765625
2263429,126766.765625
2263430,103178.96875
2263431,103178.96875
2263432,93763.7265625
2263433,93763.7265625
2263434,93763.7265625
2263436,93763.7265625
2263437,93763.7265625
2263438,103178.96875
2263439,93763.7265625
2263440,93763.7265625
2263441,103178.96875
2263442,103178.96875
2263443,103178.96875
2263444,103178.96875
2263445,236987.25
2263453,116024.65625
2263460,321325.125
2263461,321325.125
2263464,109174.734375
2263467,103579.078125
2263471,118741.8203125
2263472,119519.0625
2263476,378542.375
2263477,369066.5
2263480,378542.375
2263482,239308.21875
2263633,761969.75
2263638,91173.8984375
2263652,282982.71875
2264067,102245.2421875
2264075,105272.0625
2264078,162412.359375
2264079,152431.25
2264080,561354.9375
2264151,79506.4921875
2264153,113906.3203125
2264155,315409.71875
2264158,97489.46875
2264162,134350.9375
2264164,49623.4765625
2264168,165613.65625
2264173,49623.4765625
2264178,217324.828125
2264183,190322.4375
2264189,158682.109375
2264198,140491.28125
2264199,129875.6875
2264206,190322.4375
2264212,190322.4375
2264215,190322.4375
2264218,190322.4375
2264219,523520.21875
2264221,190322.4375
2264227,219475.4375
2264229,523520.21875
2264234,323592.0
2264240,69406.0546875
2264242,101401.9296875
2264248,158305.6875
2264249,301923.46875
2264259,144697.0625
2264265,219475.34375
2264270,309166.8125
2264272,184158.953125
2264274,329973.4375
2264284,198978.421875
2264285,113712.1484375
2264286,113712.1484375
2264290,381401.84375
2264296,255266.46875
2264298,355358.96875
2264305,82434.15625
2264312,276908.96875
2264318,117441.734375
2264320,153833.109375
2264323,415277.90625
2264376,415277.90625
2264474,675339.9375
2264479,126202.9453125
2264482,172642.46875
2264491,120337.5546875
2264514,141688.34375
2264518,183202.21875
2264525,105205.5390625
2264537,160305.3125
2264545,101816.8125
2264549,86820.7890625
2264569,98858.140625
2264570,100179.5703125
2264571,98858.140625
2264572,100179.5703125
2264573,109701.796875
2264574,140342.65625
2264575,68513.3984375
2264576,100179.5703125
2264577,109701.796875
2264578,150004.953125
2264589,534360.8125
2264598,190322.4375
2264600,190322.4375
2264603,190322.4375
2264604,190322.4375
2264607,190322.4375
2264610,190322.4375
2264617,171825.953125
2264618,90356.8515625
2264619,220541.078125
2264629,245966.265625
2264633,149090.046875
2264637,266231.09375
2264686,182404.0625
2264690,199745.09375
2264695,141459.78125
2264699,207986.828125
2264702,108642.109375
2264709,105511.3828125
2264714,93872.0546875
2264717,111693.921875
2264718,107449.8203125
2264723,198112.296875
2264731,212159.421875
2264732,4045941.75
2264733,1066384.5
2264734,309751.71875
2264735,131694.859375
2264736,676955.5625
2264737,655268.0625
2264744,676955.5625
2264745,441991.5
2264747,676955.5625
2264756,113442.7109375
2264763,140925.4375
2264770,97901.5859375
2264773,287328.09375
2264774,303761.03125
2264780,190000.0
2264785,134851.0
2264795,109802.3125
2264796,229159.171875
2264798,190000.0
2264799,406935.5625
2264800,121618.40625
2264801,167629.71875
2264807,222142.71875
2264808,85372.0546875
2264811,296346.0
2264812,152855.4375
2264813,125254.7109375
2264818,152855.4375
2264835,323286.5
2264838,125801.3203125
2264847,210656.984375
2264851,286332.84375
2264878,53029.7578125
2264880,423162.09375
2264888,152924.5625
2264890,44106.75390625
2264893,237422.640625
2264896,199831.109375
2264920,207065.640625
2264924,124300.3671875
2264925,128063.4765625
2264927,168981.859375
2264929,234239.546875
2264940,130717.78125
2264943,109280.125
2264946,103801.359375
2264952,642363.5
2264960,74293.9921875
2264970,481994.75
2264971,130717.78125
2264975,103801.359375
2264976,249286.171875
2264981,65548.96875
