id,price_usd
3632,559240.0850168072
3633,170957.796875
2168243,333492.75
2168308,204055.6056015431
2168328,98126.20331723538
2168358,248029.6659443063
2168392,209702.4200834028
2168405,78405.82419945922
2168424,394560.40070501255
2168433,89035.83972504981
2168434,176668.98301191613
2169649,166961.4441867509
2172524,153886.50359811017
2172528,245271.6166539013
2172538,262267.65625
2172913,115102.6015625
2173221,71422.05012830897
2173222,160600.35509585298
2173223,126578.8970803936
2173224,226514.6540422859
2173225,71422.05012830897
2173226,63943.38108695492
2173227,145102.33743978315
2173442,164944.63491103426
2174454,237152.3444309534
2174455,229026.4324098673
2174534,84404.76239825676
2174535,90531.0533454974
2174541,96367.68908324496
2174570,194476.35414013735
2174573,768473.6326927331
2174574,222396.74599321763
2174867,511143.9128052722
2174868,104732.4932134744
2174870,169172.9072881867
2175053,102420.109375
2175438,75116.90881437137
2175509,270090.1234522612
2175711,853841.2827464887
2175843,361497.9630694194
2175846,800868.8350902895
2175848,107942.73477181996
2175849,103923.86038662477
2175850,93731.98658850859
2175851,274947.0013202721
2175852,486138.4218233727
2175853,173135.39434592382
2175854,224020.56430570886
2175855,62571.683002286474
2175856,136030.69237209662
2175857,189821.5316661653
2175858,80796.13432724883
2175859,80796.13432724883
2175860,171419.7838911331
2175861,78654.9103730011
2175862,162782.87147322381
2175863,265762.6495396937
2176772,144950.875
2176822,184112.72677709183
2176841,685551.9565708053
2176950,96928.2199654165
2176968,125654.47255777453
2177067,87533.953125
2177343,206119.53125
2177422,101215.921875
2177533,133202.90403087478
2177534,133202.90403087478
2177579,271268.0625
2177767,111388.578125
2177768,100105.8515625
2177769,99601.5703125
2177770,99601.5703125
2177771,99601.5703125
2177772,99601.5703125
2177773,99601.5703125
2177774,99601.5703125
2177775,111388.578125
2177776,88444.703125
2177955,102018.28382857275
2178001,120766.98566429043
2178121,178418.58041593386
2178131,89000.0
2178154,126661.06588925904
2178186,196236.375
2178502,70631.61190337027
2178513,75066.87391369311
2178556,174101.94531350804
2178606,213945.47936407547
2178613,88302.49320307394
2178614,88302.49320307394
2178651,65073.978695130325
2178664,126487.23611715484
2178682,213221.07730097763
2178683,139889.90625
2178684,205123.37738479226
2178685,429922.80501961696
2178686,139889.90625
2178687,205123.37738479226
2178688,429922.80501961696
2178689,139889.90625
2178690,139889.90625
2178691,205123.37738479226
2178692,137775.92660081733
2178693,429922.80501961696
2178694,139889.90625
2178695,205123.37738479226
2178696,137775.92660081733
2178697,429922.80501961696
2178698,182328.61247938708
2178699,139889.90625
2178700,205123.37738479226
2178701,137775.92660081733
2178747,164188.734375
2178846,403780.84375
2178970,94109.62054472577
2179220,63943.38108695492
2179221,71422.05012830897
2179228,85299.71357922496
2179229,63943.38108695492
2179230,63943.38108695492
2179232,226946.5279738416
2179233,63943.38108695492
2179235,144280.99053648766
2179236,237749.26773138755
2179238,80796.13432724883
2179239,80796.13432724883
2179242,237749.26773138755
2179246,193582.3464669364
2179328,67681.80158666245
2179528,116011.57197161873
2179529,146337.81349499716
2179530,74565.40919640606
2179531,172820.52518015014
2179532,194650.09147712673
2179534,234432.16198858863
2179570,109693.1761052256
2179616,96973.19909857873
2179620,174433.66626636757
2179622,155288.46875047372
2179658,117965.18986418625
2179871,114206.3828125
2181078,78057.02990737128
2181097,82327.26279639233
2181114,117639.96774908385
2181153,203068.17414807578
2181158,108689.20379518981
2181240,109823.02341410494
2181308,113845.26089026852
2181347,141481.5609856758
2181414,148668.328125
2181481,112360.40851263504
2181487,136797.75947416565
2181498,158068.78449847587
2181512,62028.895023876976
2181542,205056.250899282
2181548,199318.76002725784
2181551,108461.94687413472
2181567,140900.7837547442
2181876,114439.38474793355
2182634,89607.55499376787
2182635,89607.55499376787
2182752,1267597.239600043
2183008,461693.76202597463
2183009,438168.89648351655
2183176,679974.6936273525
2183177,175955.85407527495
2183187,183357.10926972367
2183193,102179.61846039008
2183194,145102.33743978315
2183196,253000.0
2183197,96818.58905372325
2183198,102179.61846039008
2183199,160600.35509585298
2183200,145102.33743978315
2183201,126578.8970803936
2183202,253000.0
2183206,226514.6540422859
2183207,583188.8023549686
2183212,151753.210212298
2183214,115168.8801377408
2183215,149503.67105917857
2183217,572116.2331051083
2183221,181999.64445593432
2183222,108458.40687010273
2183223,102179.61846039008
2183224,71422.05012830897
2183225,102179.61846039008
2183226,63943.38108695492
2183227,85299.71357922496
2183228,145102.33743978315
2183229,253000.0
2183230,126578.8970803936
2183231,226514.6540422859
2183233,226514.6540422859
2183238,253000.0
2183245,128313.66433254545
2183249,91526.81419352654
2183255,258795.722656088
2183259,63943.38108695492
2183260,253000.0
2183262,226514.6540422859
2183265,63943.38108695492
2183268,85756.59804760166
2183269,85299.71357922496
2183271,71422.05012830897
2183273,76943.21228466202
2183274,226514.6540422859
2183275,237749.26773138755
2183279,237749.26773138755
2183287,159892.375
2183338,99229.66267258633
2183448,94921.6016976702
2183481,94921.6016976702
2183535,123828.1328125
2183563,72690.79815468071
2183564,96551.04826974896
2183588,117854.08649669445
2183589,176558.34261914704
2183676,90531.0533454974
2183677,106136.20510900604
2183678,90500.89350136039
2183683,396289.8340574244
2183758,71480.87264334931
2183904,98476.1875
2183927,108984.3984375
2183934,159751.15625
2184119,84231.26580956571
2184121,2363.8652721351386
2184122,175952.99365362505
2184124,178300.37053536222
2184125,113640.88392747981
2184126,152482.14048684086
2184127,160338.46678483728
2184128,-708791.7649500283
2184133,69205.05231532406
2184140,152482.14048684086
2184147,136448.34985318716
2184148,122917.3203125
2184149,98367.77289139386
