id,price_usd
3632,566827.4589598402
3633,170957.796875
2168243,333492.75
2168308,177479.2223653875
2168328,110094.54466307783
2168358,123476.93796334935
2168392,223230.43380581206
2168405,78932.82301687718
2168424,336116.4440079229
2168433,79299.15910859838
2168434,204241.49226884192
2169649,184871.31937184345
2172524,230613.2574706466
2172528,244095.81501247798
2172538,262267.65625
2172913,115102.6015625
2173221,85976.73560394249
2173222,152192.49765474294
2173223,153235.45170058619
2173224,336159.51187664585
2173225,85976.73560394249
2173226,65951.1133722571
2173227,161161.57166702196
2173442,156021.14644628926
2174454,262069.90441408852
2174455,246828.43519058285
2174534,46051.879811949235
2174535,116201.95186234698
2174541,102550.5234859486
2174570,167098.4532585201
2174573,538910.2973988067
2174574,221681.79840845845
2174867,543303.3471554897
2174868,121172.74749751887
2174870,270403.82561508357
2175053,102420.109375
2175438,90854.91851689137
2175509,236947.71675341023
2175711,882941.8417966247
2175843,322432.9433358111
2175846,647992.5589808989
2175848,116637.80240851006
2175849,111960.90855502825
2175850,113332.38505949744
2175851,259688.8101473261
2175852,522204.31689366134
2175853,166192.72273319092
2175854,217763.80980339638
2175855,58023.514029384416
2175856,132056.62628405946
2175857,225909.62403983925
2175858,87291.09590737661
2175859,87291.09590737661
2175860,131304.90665943475
2175861,104125.12240184382
2175862,151037.23580344053
2175863,266511.8379042597
2176772,144950.875
2176822,234000.78585839338
2176841,650164.6518921357
2176950,128866.18660828152
2176968,135277.8657501861
2177067,87533.953125
2177343,206119.53125
2177422,101215.921875
2177533,108602.32858861546
2177534,108602.32858861546
2177579,271268.0625
2177767,111388.578125
2177768,100105.8515625
2177769,99601.5703125
2177770,99601.5703125
2177771,99601.5703125
2177772,99601.5703125
2177773,99601.5703125
2177774,99601.5703125
2177775,111388.578125
2177776,88444.703125
2177955,112967.12660209792
2178001,126141.38402935617
2178121,144707.3759225168
2178131,89000.0
2178154,143191.59712125635
2178186,196236.375
2178502,79538.56286308917
2178513,75108.19368100962
2178556,167090.73606187972
2178606,249327.6172824583
2178613,64956.017440148025
2178614,64956.017440148025
2178651,78625.18368131116
2178664,133784.26389973902
2178682,224636.94783484863
2178683,139889.90625
2178684,214374.50082568915
2178685,509129.6546113011
2178686,139889.90625
2178687,214374.50082568915
2178688,509129.6546113011
2178689,139889.90625
2178690,139889.90625
2178691,214374.50082568915
2178692,198213.31912372433
2178693,509129.6546113011
2178694,139889.90625
2178695,214374.50082568915
2178696,198213.31912372433
2178697,509129.6546113011
2178698,181742.38678931468
2178699,139889.90625
2178700,214374.50082568915
2178701,198213.31912372433
2178747,164188.734375
2178846,403780.84375
2178970,84658.70876523187
2179220,65951.1133722571
2179221,85976.73560394249
2179228,80268.61835915921
2179229,65951.1133722571
2179230,65951.1133722571
2179232,261356.0066516641
2179233,65951.1133722571
2179235,147082.3290069102
2179236,337719.1316129118
2179238,87291.09590737661
2179239,87291.09590737661
2179242,337719.1316129118
2179246,121448.6230840744
2179328,59164.816273185075
2179528,104249.40671903203
2179529,116120.0358941942
2179530,88110.21413621932
2179531,269510.81543457625
2179532,189305.6234859188
2179534,207074.00595921784
2179570,109167.60187690832
2179616,94920.31970346815
2179620,320974.9588014896
2179622,120787.33259554306
2179658,97031.2631730658
2179871,114206.3828125
2181078,93008.72329470387
2181097,102933.82390819128
2181114,110497.67797189033
2181153,198231.43258960155
2181158,124437.53770935787
2181240,112060.85631073652
2181308,102650.16954805929
2181347,133538.3629881091
2181414,148668.328125
2181481,195604.4020435804
2181487,121098.87459475936
2181498,68800.3674003467
2181512,100512.77369829196
2181542,220081.29279005594
2181548,151687.8518913663
2181551,100331.69258324744
2181567,274445.81724534393
2181876,100521.02815231148
2182634,150083.08383676928
2182635,150083.08383676928
2182752,1091318.8402827177
2183008,409648.67756960815
2183009,501178.7434528122
2183176,694708.9643531076
2183177,170806.25095794353
2183187,176316.17682024758
2183193,94668.82970049356
2183194,161161.57166702196
2183196,253000.0
2183197,129752.74633587018
2183198,94668.82970049356
2183199,152192.49765474294
2183200,161161.57166702196
2183201,153235.45170058619
2183202,253000.0
2183206,336159.51187664585
2183207,669999.2069168533
2183212,148328.8848294707
2183214,118393.8397406583
2183215,146671.72268059215
2183217,554797.5967014902
2183221,181635.32243274018
2183222,93525.09721065057
2183223,94668.82970049356
2183224,85976.73560394249
2183225,94668.82970049356
2183226,65951.1133722571
2183227,80268.61835915921
2183228,161161.57166702196
2183229,253000.0
2183230,153235.45170058619
2183231,336159.51187664585
2183233,336159.51187664585
2183238,253000.0
2183245,152407.38152735506
2183249,82809.4922433798
2183255,267967.46790159505
2183259,65951.1133722571
2183260,253000.0
2183262,336159.51187664585
2183265,65951.1133722571
2183268,86073.10250859147
2183269,80268.61835915921
2183271,85976.73560394249
2183273,74685.2494595547
2183274,336159.51187664585
