id,price_usd
3632,429170.3125
3633,182456.5625
2168243,334413.53125
2168308,197083.333333
2168328,103239.929167
2168358,145852.905365
2168392,204203.32125
2168405,86508.3333333
2168424,389035.032813
2168433,82136.2940625
2168434,187876.875
2169649,160932.291667
2172524,157817.708333
2172528,236016.8025
2172538,325537.0625
2172913,126763.445312
2173221,82868.1513393
2173222,156963.020833
2173223,107785.15625
2173224,230247.395833
2173225,82868.1513393
2173226,72772.3958333
2173227,149986.979167
2173442,147506.770833
2174454,230356.770833
2174455,232894.802083
2174534,85134.2708333
2174535,96011.7574479
2174541,105644.231771
2174570,150969.533542
2174573,815388.228307
2174574,231727.932604
2174867,510635.416667
2174868,138016.796641
2174870,170723.958333
2175053,108280.570312
2175438,100237.346016
2175509,264506.568854
2175711,914561.860188
2175843,343959.513021
2175846,692083.333333
2175848,114392.447917
2175849,105186.342396
2175850,155590.412396
2175851,271739.583333
2175852,504293.859375
2175853,194724.695312
2175854,244279.71776
2175855,73986.2078385
2175856,127875.084896
2175857,202058.815104
2175858,70245.0807292
2175859,70245.0807292
2175860,146569.273438
2175861,83987.9166667
2175862,171255.200521
2175863,285708.775156
2176772,159251.375
2176822,209401.041667
2176841,689502.604167
2176950,149181.338438
2176968,129911.516979
2177067,104183.632812
2177343,189548.75
2177422,124273.273438
2177533,124663.541667
2177534,124663.541667
2177579,291719.5625
2177767,104191.726562
2177768,99116.34375
2177769,98293.6484375
2177770,98293.6484375
2177771,98293.6484375
2177772,98293.6484375
2177773,98293.6484375
2177774,98293.6484375
2177775,104191.726562
2177776,88421.8046875
2177955,97023.3034375
2178001,113106.770833
2178121,204812.966146
2178131,97451.0078125
2178154,138643.28849
2178186,127437.617188
2178502,75651.3020833
2178513,77597.7239323
2178556,192902.320312
2178606,315693.609375
2178613,103711.755365
2178614,103711.755365
2178651,70874.4698438
2178664,119072.872396
2178682,241405.709323
2178683,136269.90625
2178684,200159.177083
2178685,454744.674479
2178686,136269.90625
2178687,200159.177083
2178688,454744.674479
2178689,136269.90625
2178690,136269.90625
2178691,200159.177083
2178692,116209.017812
2178693,454744.674479
2178694,136269.90625
2178695,200159.177083
2178696,116209.017812
2178697,454744.674479
2178698,181144.356771
2178699,136269.90625
2178700,200159.177083
2178701,116209.017812
2178747,154658.859375
2178846,348985.625
2178970,83422.8802083
2179220,72772.3958333
2179221,82868.1513393
2179228,92025.0496032
2179229,72772.3958333
2179230,72772.3958333
2179232,267545.739583
2179233,72772.3958333
2179235,139396.875
2179236,229218.75
2179238,70245.0807292
2179239,70245.0807292
2179242,229218.75
2179246,118573.085938
2179328,66438.59375
2179528,93608.7697917
2179529,139470.794271
2179530,78933.6848958
2179531,245957.541849
2179532,177353.658854
2179534,212704.989583
2179570,87230.46875
2179616,112936.979167
2179620,288088.541667
2179622,156379.427083
2179658,110764.037812
2179871,124920.945312
2181078,76210.2902083
2181097,84711.4583333
2181114,99425.78125
2181153,177383.584271
2181158,120778.162917
2181240,101683.430703
2181308,115414.310625
